ProductId,ProductName,ProductDescription,UnitPrice,StockQuantity,CategoryId,CountryOfOrigin,ProductImageUrl
6241,Premium Motor Yağı,"Motor Yağı kategorisinde premium kalite sunan, France menşeli harika bir ürün.",2359.19,28,12,Italy,https://picsum.photos/seed/6241/200
6242,Lüks Güneş Kremi,"Güneş Kremi kategorisinde lüks kalite sunan, France menşeli harika bir ürün.",1182.82,515,8,Netherlands,https://picsum.photos/seed/6242/200
6243,Kompakt Robot Süpürge,"Robot Süpürge kategorisinde kompakt kalite sunan, Türkiye menşeli harika bir ürün.",9346.56,841,4,Türkiye,https://picsum.photos/seed/6243/200
6244,Premium USB Bellek,"USB Bellek kategorisinde premium kalite sunan, Türkiye menşeli harika bir ürün.",15189.21,357,2,Italy,https://picsum.photos/seed/6244/200
6245,Akıllı Tablet Bilgisayar,"Tablet Bilgisayar kategorisinde akıllı kalite sunan, Netherlands menşeli harika bir ürün.",35505.28,323,3,Türkiye,https://picsum.photos/seed/6245/200
6246,Ultra Ekran Koruyucu,"Ekran Koruyucu kategorisinde ultra kalite sunan, Türkiye menşeli harika bir ürün.",13320.33,744,3,Germany,https://picsum.photos/seed/6246/200
6247,Ergonomik Makyaj Seti,"Makyaj Seti kategorisinde ergonomik kalite sunan, Spain menşeli harika bir ürün.",587.61,778,8,Spain,https://picsum.photos/seed/6247/200
6248,Lüks Blender,"Blender kategorisinde lüks kalite sunan, Spain menşeli harika bir ürün.",10169.79,483,4,France,https://picsum.photos/seed/6248/200
6249,Premium Çalışma Masası,"Çalışma Masası kategorisinde premium kalite sunan, Spain menşeli harika bir ürün.",16244.04,992,5,France,https://picsum.photos/seed/6249/200
6250,Yeni Sezon Eğitici Oyun Seti,"Eğitici Oyun Seti kategorisinde yeni sezon kalite sunan, Italy menşeli harika bir ürün.",3624.89,302,10,Netherlands,https://picsum.photos/seed/6250/200
6251,Kompakt Motor Yağı,"Motor Yağı kategorisinde kompakt kalite sunan, Germany menşeli harika bir ürün.",3898.45,21,12,Netherlands,https://picsum.photos/seed/6251/200
6252,Yeni Sezon Sweatshirt,"Sweatshirt kategorisinde yeni sezon kalite sunan, Germany menşeli harika bir ürün.",909.43,156,6,France,https://picsum.photos/seed/6252/200
6253,Yüksek Performanslı Tost Makinesi,"Tost Makinesi kategorisinde yüksek performanslı kalite sunan, Netherlands menşeli harika bir ürün.",5306.22,995,4,Germany,https://picsum.photos/seed/6253/200
6254,Ergonomik Gümüş Kolye,"Gümüş Kolye kategorisinde ergonomik kalite sunan, Türkiye menşeli harika bir ürün.",43946.34,475,14,Italy,https://picsum.photos/seed/6254/200
6255,Lüks Ses Sistemi,"Ses Sistemi kategorisinde lüks kalite sunan, Netherlands menşeli harika bir ürün.",22095.04,289,1,France,https://picsum.photos/seed/6255/200
6256,Lüks Akademik Ajanda,"Akademik Ajanda kategorisinde lüks kalite sunan, Netherlands menşeli harika bir ürün.",239.59,370,11,Spain,https://picsum.photos/seed/6256/200
6257,Kompakt Gardırop,"Gardırop kategorisinde kompakt kalite sunan, Türkiye menşeli harika bir ürün.",3836.48,91,5,France,https://picsum.photos/seed/6257/200
6258,Orijinal Deri Bot,"Deri Bot kategorisinde orijinal kalite sunan, France menşeli harika bir ürün.",4540.0,706,7,Netherlands,https://picsum.photos/seed/6258/200
6259,Ekonomik Ekran Koruyucu,"Ekran Koruyucu kategorisinde ekonomik kalite sunan, Germany menşeli harika bir ürün.",49983.88,453,3,Germany,https://picsum.photos/seed/6259/200
6260,Ergonomik Powerbank,"Powerbank kategorisinde ergonomik kalite sunan, Netherlands menşeli harika bir ürün.",42295.82,824,3,Italy,https://picsum.photos/seed/6260/200
6261,Dayanıklı Deri Saat,"Deri Saat kategorisinde dayanıklı kalite sunan, Germany menşeli harika bir ürün.",44074.85,0,14,Spain,https://picsum.photos/seed/6261/200
6262,Orijinal Jant Kapağı,"Jant Kapağı kategorisinde orijinal kalite sunan, Spain menşeli harika bir ürün.",2332.01,491,12,Türkiye,https://picsum.photos/seed/6262/200
6263,Dayanıklı SSD Disk,"SSD Disk kategorisinde dayanıklı kalite sunan, France menşeli harika bir ürün.",17072.18,519,2,France,https://picsum.photos/seed/6263/200
6264,Yüksek Performanslı Terlik,"Terlik kategorisinde yüksek performanslı kalite sunan, Netherlands menşeli harika bir ürün.",4503.66,656,7,France,https://picsum.photos/seed/6264/200
6265,Lüks Peluş Oyuncak,"Peluş Oyuncak kategorisinde lüks kalite sunan, Italy menşeli harika bir ürün.",2848.7,496,10,Netherlands,https://picsum.photos/seed/6265/200
6266,Akıllı Silecek Takımı,"Silecek Takımı kategorisinde akıllı kalite sunan, Italy menşeli harika bir ürün.",949.67,660,12,Türkiye,https://picsum.photos/seed/6266/200
6267,Yeni Sezon Araç İçi Kamera,"Araç İçi Kamera kategorisinde yeni sezon kalite sunan, Türkiye menşeli harika bir ürün.",1549.09,398,12,Spain,https://picsum.photos/seed/6267/200
6268,Kompakt Pamuklu T-Shirt,"Pamuklu T-Shirt kategorisinde kompakt kalite sunan, Spain menşeli harika bir ürün.",2727.05,125,6,Italy,https://picsum.photos/seed/6268/200
6269,Premium Akıllı Telefon,"Akıllı Telefon kategorisinde premium kalite sunan, Spain menşeli harika bir ürün.",13334.92,62,3,France,https://picsum.photos/seed/6269/200
6270,Orijinal Pamuklu T-Shirt,"Pamuklu T-Shirt kategorisinde orijinal kalite sunan, Italy menşeli harika bir ürün.",2492.3,109,6,Netherlands,https://picsum.photos/seed/6270/200
6271,Yüksek Performanslı Dambıl Seti,"Dambıl Seti kategorisinde yüksek performanslı kalite sunan, Italy menşeli harika bir ürün.",6835.79,805,9,Germany,https://picsum.photos/seed/6271/200
6272,Yeni Sezon Akıllı Telefon,"Akıllı Telefon kategorisinde yeni sezon kalite sunan, France menşeli harika bir ürün.",47857.98,526,3,Spain,https://picsum.photos/seed/6272/200
6273,Ergonomik Gömlek,"Gömlek kategorisinde ergonomik kalite sunan, France menşeli harika bir ürün.",1030.91,597,6,Italy,https://picsum.photos/seed/6273/200
6274,Premium Sweatshirt,"Sweatshirt kategorisinde premium kalite sunan, Türkiye menşeli harika bir ürün.",2943.4,910,6,Germany,https://picsum.photos/seed/6274/200
6275,Yüksek Performanslı Ses Sistemi,"Ses Sistemi kategorisinde yüksek performanslı kalite sunan, Netherlands menşeli harika bir ürün.",5976.88,406,1,Netherlands,https://picsum.photos/seed/6275/200
6276,Lüks Sandalet,"Sandalet kategorisinde lüks kalite sunan, Germany menşeli harika bir ürün.",474.12,516,7,Netherlands,https://picsum.photos/seed/6276/200
6277,Lüks Mekanik Klavye,"Mekanik Klavye kategorisinde lüks kalite sunan, Netherlands menşeli harika bir ürün.",3947.0,72,2,Germany,https://picsum.photos/seed/6277/200
6278,Profesyonel Kamp Çadırı,"Kamp Çadırı kategorisinde profesyonel kalite sunan, France menşeli harika bir ürün.",2053.06,233,9,Spain,https://picsum.photos/seed/6278/200
6279,Ultra Davul Bageti,"Davul Bageti kategorisinde ultra kalite sunan, Spain menşeli harika bir ürün.",18699.89,473,15,Italy,https://picsum.photos/seed/6279/200
6280,Kompakt Jant Kapağı,"Jant Kapağı kategorisinde kompakt kalite sunan, Türkiye menşeli harika bir ürün.",1434.07,290,12,Türkiye,https://picsum.photos/seed/6280/200
6281,Yeni Sezon Elbise,"Elbise kategorisinde yeni sezon kalite sunan, Italy menşeli harika bir ürün.",450.13,369,6,Netherlands,https://picsum.photos/seed/6281/200
6282,Profesyonel Terlik,"Terlik kategorisinde profesyonel kalite sunan, Italy menşeli harika bir ürün.",1960.42,272,7,France,https://picsum.photos/seed/6282/200
6283,Yeni Sezon Kot Pantolon,"Kot Pantolon kategorisinde yeni sezon kalite sunan, Spain menşeli harika bir ürün.",573.73,769,6,Türkiye,https://picsum.photos/seed/6283/200
6284,Yeni Sezon Defter,"Defter kategorisinde yeni sezon kalite sunan, Spain menşeli harika bir ürün.",432.44,831,11,France,https://picsum.photos/seed/6284/200
6285,Profesyonel SSD Disk,"SSD Disk kategorisinde profesyonel kalite sunan, Türkiye menşeli harika bir ürün.",40030.44,164,2,France,https://picsum.photos/seed/6285/200
6286,Premium Köpek Tasması,"Köpek Tasması kategorisinde premium kalite sunan, Italy menşeli harika bir ürün.",1204.94,373,13,France,https://picsum.photos/seed/6286/200
6287,Dayanıklı Deri Bot,"Deri Bot kategorisinde dayanıklı kalite sunan, Türkiye menşeli harika bir ürün.",1676.94,603,7,Netherlands,https://picsum.photos/seed/6287/200
6288,Akıllı Eğitici Oyun Seti,"Eğitici Oyun Seti kategorisinde akıllı kalite sunan, Spain menşeli harika bir ürün.",1499.18,239,10,Italy,https://picsum.photos/seed/6288/200
6289,Profesyonel Kahve Makinesi,"Kahve Makinesi kategorisinde profesyonel kalite sunan, Italy menşeli harika bir ürün.",7926.2,30,4,Netherlands,https://picsum.photos/seed/6289/200
6290,Dayanıklı Telefon Kılıfı,"Telefon Kılıfı kategorisinde dayanıklı kalite sunan, Germany menşeli harika bir ürün.",28522.32,38,3,Spain,https://picsum.photos/seed/6290/200
6291,Dayanıklı Akıllı Bileklik,"Akıllı Bileklik kategorisinde dayanıklı kalite sunan, Netherlands menşeli harika bir ürün.",44757.22,939,14,Netherlands,https://picsum.photos/seed/6291/200
6292,Ekonomik Tırmalama Tahtası,"Tırmalama Tahtası kategorisinde ekonomik kalite sunan, Netherlands menşeli harika bir ürün.",823.48,127,13,Türkiye,https://picsum.photos/seed/6292/200
6293,Lüks Kahve Makinesi,"Kahve Makinesi kategorisinde lüks kalite sunan, Spain menşeli harika bir ürün.",13231.78,149,4,Netherlands,https://picsum.photos/seed/6293/200
6294,Ultra Oyun Laptopu,"Oyun Laptopu kategorisinde ultra kalite sunan, Germany menşeli harika bir ürün.",47264.16,682,2,Spain,https://picsum.photos/seed/6294/200
6295,Orijinal Ofis Sandalyesi,"Ofis Sandalyesi kategorisinde orijinal kalite sunan, France menşeli harika bir ürün.",14393.97,882,5,Italy,https://picsum.photos/seed/6295/200
6296,Ekonomik Pamuklu T-Shirt,"Pamuklu T-Shirt kategorisinde ekonomik kalite sunan, France menşeli harika bir ürün.",2393.64,607,6,Italy,https://picsum.photos/seed/6296/200
6297,Profesyonel Tıraş Makinesi,"Tıraş Makinesi kategorisinde profesyonel kalite sunan, Spain menşeli harika bir ürün.",682.03,966,8,France,https://picsum.photos/seed/6297/200
6298,Dayanıklı Ütü,"Ütü kategorisinde dayanıklı kalite sunan, Türkiye menşeli harika bir ürün.",9474.91,441,4,Türkiye,https://picsum.photos/seed/6298/200
6299,Ekonomik Parfüm,"Parfüm kategorisinde ekonomik kalite sunan, Türkiye menşeli harika bir ürün.",1558.12,462,8,France,https://picsum.photos/seed/6299/200
6300,Premium Powerbank,"Powerbank kategorisinde premium kalite sunan, Spain menşeli harika bir ürün.",43727.53,389,3,Türkiye,https://picsum.photos/seed/6300/200
6301,Ultra Boyama Seti,"Boyama Seti kategorisinde ultra kalite sunan, Spain menşeli harika bir ürün.",298.66,64,11,Türkiye,https://picsum.photos/seed/6301/200
6302,Orijinal Ses Sistemi,"Ses Sistemi kategorisinde orijinal kalite sunan, Germany menşeli harika bir ürün.",19099.45,918,1,France,https://picsum.photos/seed/6302/200
6303,Kompakt Dolma Kalem,"Dolma Kalem kategorisinde kompakt kalite sunan, Türkiye menşeli harika bir ürün.",357.19,562,11,Türkiye,https://picsum.photos/seed/6303/200
6304,Ergonomik Dijital Kamera,"Dijital Kamera kategorisinde ergonomik kalite sunan, Germany menşeli harika bir ürün.",7531.32,645,1,Germany,https://picsum.photos/seed/6304/200
6305,Ekonomik Ses Sistemi,"Ses Sistemi kategorisinde ekonomik kalite sunan, Netherlands menşeli harika bir ürün.",32752.48,857,1,Türkiye,https://picsum.photos/seed/6305/200
6306,Kompakt Spor Ayakkabı,"Spor Ayakkabı kategorisinde kompakt kalite sunan, Spain menşeli harika bir ürün.",1961.53,440,7,Italy,https://picsum.photos/seed/6306/200
6307,Ekonomik Mekanik Klavye,"Mekanik Klavye kategorisinde ekonomik kalite sunan, Netherlands menşeli harika bir ürün.",29775.92,741,2,France,https://picsum.photos/seed/6307/200
6308,Yeni Sezon Makyaj Seti,"Makyaj Seti kategorisinde yeni sezon kalite sunan, Italy menşeli harika bir ürün.",1502.19,671,8,France,https://picsum.photos/seed/6308/200
6309,Yeni Sezon Tırmalama Tahtası,"Tırmalama Tahtası kategorisinde yeni sezon kalite sunan, Türkiye menşeli harika bir ürün.",1099.37,804,13,Türkiye,https://picsum.photos/seed/6309/200
6310,Ergonomik Lastik Parlatıcı,"Lastik Parlatıcı kategorisinde ergonomik kalite sunan, Italy menşeli harika bir ürün.",2480.46,933,12,Germany,https://picsum.photos/seed/6310/200
6311,Dayanıklı Ütü,"Ütü kategorisinde dayanıklı kalite sunan, Türkiye menşeli harika bir ürün.",14191.97,756,4,Netherlands,https://picsum.photos/seed/6311/200
6312,Akıllı Tost Makinesi,"Tost Makinesi kategorisinde akıllı kalite sunan, France menşeli harika bir ürün.",5178.78,259,4,Germany,https://picsum.photos/seed/6312/200
6313,Premium Akademik Ajanda,"Akademik Ajanda kategorisinde premium kalite sunan, Netherlands menşeli harika bir ürün.",262.02,335,11,Spain,https://picsum.photos/seed/6313/200
6314,Profesyonel Parfüm,"Parfüm kategorisinde profesyonel kalite sunan, Spain menşeli harika bir ürün.",1830.65,568,8,Spain,https://picsum.photos/seed/6314/200
6315,Ergonomik Çalışma Masası,"Çalışma Masası kategorisinde ergonomik kalite sunan, Italy menşeli harika bir ürün.",17602.48,91,5,Türkiye,https://picsum.photos/seed/6315/200
6316,Profesyonel Kitaplık,"Kitaplık kategorisinde profesyonel kalite sunan, Germany menşeli harika bir ürün.",3849.99,415,5,Germany,https://picsum.photos/seed/6316/200
6317,Lüks Tablet Bilgisayar,"Tablet Bilgisayar kategorisinde lüks kalite sunan, Spain menşeli harika bir ürün.",9397.12,585,3,Germany,https://picsum.photos/seed/6317/200
6318,Premium Kedi Maması,"Kedi Maması kategorisinde premium kalite sunan, Spain menşeli harika bir ürün.",935.94,750,13,France,https://picsum.photos/seed/6318/200
6319,Ekonomik Hava Temizleyici,"Hava Temizleyici kategorisinde ekonomik kalite sunan, France menşeli harika bir ürün.",3574.17,309,4,France,https://picsum.photos/seed/6319/200
6320,Premium Lastik Parlatıcı,"Lastik Parlatıcı kategorisinde premium kalite sunan, Netherlands menşeli harika bir ürün.",2938.26,125,12,Türkiye,https://picsum.photos/seed/6320/200
6321,Profesyonel Keman,"Keman kategorisinde profesyonel kalite sunan, Türkiye menşeli harika bir ürün.",3716.44,681,15,Germany,https://picsum.photos/seed/6321/200
6322,Kompakt Harici Harddisk,"Harici Harddisk kategorisinde kompakt kalite sunan, Türkiye menşeli harika bir ürün.",1726.99,658,2,Italy,https://picsum.photos/seed/6322/200
6323,Ergonomik Oyun Laptopu,"Oyun Laptopu kategorisinde ergonomik kalite sunan, Germany menşeli harika bir ürün.",55110.92,343,2,Netherlands,https://picsum.photos/seed/6323/200
6324,Kompakt Akülü Araba,"Akülü Araba kategorisinde kompakt kalite sunan, Spain menşeli harika bir ürün.",321.35,519,10,Spain,https://picsum.photos/seed/6324/200
6325,Orijinal Projeksiyon Cihazı,"Projeksiyon Cihazı kategorisinde orijinal kalite sunan, Germany menşeli harika bir ürün.",33094.25,20,1,Germany,https://picsum.photos/seed/6325/200
6326,Premium Ofis Sandalyesi,"Ofis Sandalyesi kategorisinde premium kalite sunan, France menşeli harika bir ürün.",10175.58,346,5,Italy,https://picsum.photos/seed/6326/200
6327,Ekonomik Altın Küpe,"Altın Küpe kategorisinde ekonomik kalite sunan, Italy menşeli harika bir ürün.",40871.65,149,14,France,https://picsum.photos/seed/6327/200
6328,Yüksek Performanslı Tıraş Makinesi,"Tıraş Makinesi kategorisinde yüksek performanslı kalite sunan, Germany menşeli harika bir ürün.",1791.6,803,8,Spain,https://picsum.photos/seed/6328/200
6329,Ekonomik Araç İçi Kamera,"Araç İçi Kamera kategorisinde ekonomik kalite sunan, Türkiye menşeli harika bir ürün.",468.68,515,12,Netherlands,https://picsum.photos/seed/6329/200
6330,Ultra Akustik Gitar,"Akustik Gitar kategorisinde ultra kalite sunan, Spain menşeli harika bir ürün.",21161.92,829,15,Germany,https://picsum.photos/seed/6330/200
6331,Ekonomik Dolma Kalem,"Dolma Kalem kategorisinde ekonomik kalite sunan, Türkiye menşeli harika bir ürün.",105.58,888,11,Spain,https://picsum.photos/seed/6331/200
6332,Orijinal Elbise,"Elbise kategorisinde orijinal kalite sunan, Italy menşeli harika bir ürün.",518.55,50,6,Italy,https://picsum.photos/seed/6332/200
6333,Lüks Dambıl Seti,"Dambıl Seti kategorisinde lüks kalite sunan, Germany menşeli harika bir ürün.",2262.44,695,9,Germany,https://picsum.photos/seed/6333/200
6334,Premium Ukulele,"Ukulele kategorisinde premium kalite sunan, Spain menşeli harika bir ürün.",6465.96,25,15,France,https://picsum.photos/seed/6334/200
6335,Ultra Kablosuz Mouse,"Kablosuz Mouse kategorisinde ultra kalite sunan, Italy menşeli harika bir ürün.",29805.28,202,2,Türkiye,https://picsum.photos/seed/6335/200
6336,Profesyonel Şampuan,"Şampuan kategorisinde profesyonel kalite sunan, Türkiye menşeli harika bir ürün.",1873.34,696,8,Italy,https://picsum.photos/seed/6336/200
6337,Premium Dambıl Seti,"Dambıl Seti kategorisinde premium kalite sunan, Netherlands menşeli harika bir ürün.",6946.7,60,9,Spain,https://picsum.photos/seed/6337/200
6338,Yüksek Performanslı Robot Süpürge,"Robot Süpürge kategorisinde yüksek performanslı kalite sunan, Netherlands menşeli harika bir ürün.",10042.74,400,4,France,https://picsum.photos/seed/6338/200
6339,Kompakt Blender,"Blender kategorisinde kompakt kalite sunan, Italy menşeli harika bir ürün.",2836.82,681,4,Netherlands,https://picsum.photos/seed/6339/200
6340,Akıllı Hızlı Şarj Aleti,"Hızlı Şarj Aleti kategorisinde akıllı kalite sunan, France menşeli harika bir ürün.",1660.89,470,3,Netherlands,https://picsum.photos/seed/6340/200
6341,Ergonomik Projeksiyon Cihazı,"Projeksiyon Cihazı kategorisinde ergonomik kalite sunan, Türkiye menşeli harika bir ürün.",5503.48,638,1,Italy,https://picsum.photos/seed/6341/200
6342,Dayanıklı Araç İçi Kamera,"Araç İçi Kamera kategorisinde dayanıklı kalite sunan, Netherlands menşeli harika bir ürün.",446.72,691,12,Spain,https://picsum.photos/seed/6342/200
6343,Profesyonel 4K Smart TV,"4K Smart TV kategorisinde profesyonel kalite sunan, Italy menşeli harika bir ürün.",26594.9,283,1,Germany,https://picsum.photos/seed/6343/200
6344,Ekonomik Harici Harddisk,"Harici Harddisk kategorisinde ekonomik kalite sunan, France menşeli harika bir ürün.",16516.59,887,2,Italy,https://picsum.photos/seed/6344/200
6345,Yeni Sezon Altın Küpe,"Altın Küpe kategorisinde yeni sezon kalite sunan, France menşeli harika bir ürün.",4202.51,164,14,Türkiye,https://picsum.photos/seed/6345/200
6346,Profesyonel Oyun Laptopu,"Oyun Laptopu kategorisinde profesyonel kalite sunan, Spain menşeli harika bir ürün.",57544.66,584,2,France,https://picsum.photos/seed/6346/200
6347,Dayanıklı Koşu Bandı,"Koşu Bandı kategorisinde dayanıklı kalite sunan, Italy menşeli harika bir ürün.",8278.67,706,9,Italy,https://picsum.photos/seed/6347/200
6348,Yüksek Performanslı Tost Makinesi,"Tost Makinesi kategorisinde yüksek performanslı kalite sunan, Germany menşeli harika bir ürün.",4003.76,541,4,Spain,https://picsum.photos/seed/6348/200
6349,Kompakt Pamuklu T-Shirt,"Pamuklu T-Shirt kategorisinde kompakt kalite sunan, France menşeli harika bir ürün.",730.23,209,6,Italy,https://picsum.photos/seed/6349/200
6350,Ergonomik Akıllı Bileklik,"Akıllı Bileklik kategorisinde ergonomik kalite sunan, Spain menşeli harika bir ürün.",40706.68,338,14,Italy,https://picsum.photos/seed/6350/200
6351,Ultra Roman Kitabı,"Roman Kitabı kategorisinde ultra kalite sunan, Netherlands menşeli harika bir ürün.",109.12,495,11,Germany,https://picsum.photos/seed/6351/200
6352,Akıllı Çalışma Masası,"Çalışma Masası kategorisinde akıllı kalite sunan, Netherlands menşeli harika bir ürün.",1797.74,643,5,Türkiye,https://picsum.photos/seed/6352/200
6353,Ergonomik Blender,"Blender kategorisinde ergonomik kalite sunan, France menşeli harika bir ürün.",7254.44,956,4,Italy,https://picsum.photos/seed/6353/200
6354,Kompakt Lego Seti,"Lego Seti kategorisinde kompakt kalite sunan, Netherlands menşeli harika bir ürün.",1932.62,689,10,Germany,https://picsum.photos/seed/6354/200
6355,Premium Blender,"Blender kategorisinde premium kalite sunan, Italy menşeli harika bir ürün.",12139.15,940,4,Germany,https://picsum.photos/seed/6355/200
6356,Profesyonel Kot Pantolon,"Kot Pantolon kategorisinde profesyonel kalite sunan, Türkiye menşeli harika bir ürün.",1021.59,522,6,Türkiye,https://picsum.photos/seed/6356/200
6357,Ergonomik Akıllı Bileklik,"Akıllı Bileklik kategorisinde ergonomik kalite sunan, Spain menşeli harika bir ürün.",14719.26,562,14,Spain,https://picsum.photos/seed/6357/200
6358,Akıllı Peluş Oyuncak,"Peluş Oyuncak kategorisinde akıllı kalite sunan, Germany menşeli harika bir ürün.",2409.55,800,10,Netherlands,https://picsum.photos/seed/6358/200
6359,Kompakt Peluş Oyuncak,"Peluş Oyuncak kategorisinde kompakt kalite sunan, Türkiye menşeli harika bir ürün.",4941.24,662,10,Germany,https://picsum.photos/seed/6359/200
6360,Lüks Akıllı Telefon,"Akıllı Telefon kategorisinde lüks kalite sunan, Italy menşeli harika bir ürün.",37194.5,480,3,Spain,https://picsum.photos/seed/6360/200
6361,Ultra Spor Ayakkabı,"Spor Ayakkabı kategorisinde ultra kalite sunan, France menşeli harika bir ürün.",3808.0,402,7,Türkiye,https://picsum.photos/seed/6361/200
6362,Ergonomik Hızlı Şarj Aleti,"Hızlı Şarj Aleti kategorisinde ergonomik kalite sunan, Italy menşeli harika bir ürün.",43928.02,367,3,France,https://picsum.photos/seed/6362/200
6363,Orijinal Tost Makinesi,"Tost Makinesi kategorisinde orijinal kalite sunan, Spain menşeli harika bir ürün.",13474.51,146,4,Netherlands,https://picsum.photos/seed/6363/200
6364,Kompakt Köşe Koltuk,"Köşe Koltuk kategorisinde kompakt kalite sunan, Netherlands menşeli harika bir ürün.",14145.67,581,5,Netherlands,https://picsum.photos/seed/6364/200
6365,Lüks Harici Harddisk,"Harici Harddisk kategorisinde lüks kalite sunan, France menşeli harika bir ürün.",5398.72,781,2,Germany,https://picsum.photos/seed/6365/200
6366,Profesyonel Futbol Topu,"Futbol Topu kategorisinde profesyonel kalite sunan, Germany menşeli harika bir ürün.",9333.5,944,9,Germany,https://picsum.photos/seed/6366/200
6367,Yüksek Performanslı Ukulele,"Ukulele kategorisinde yüksek performanslı kalite sunan, Italy menşeli harika bir ürün.",23456.56,671,15,Spain,https://picsum.photos/seed/6367/200
6368,Orijinal Davul Bageti,"Davul Bageti kategorisinde orijinal kalite sunan, France menşeli harika bir ürün.",21186.7,915,15,Türkiye,https://picsum.photos/seed/6368/200
6369,Akıllı Peluş Oyuncak,"Peluş Oyuncak kategorisinde akıllı kalite sunan, Spain menşeli harika bir ürün.",184.07,378,10,Türkiye,https://picsum.photos/seed/6369/200
6370,Ergonomik Peluş Oyuncak,"Peluş Oyuncak kategorisinde ergonomik kalite sunan, France menşeli harika bir ürün.",4957.83,579,10,Italy,https://picsum.photos/seed/6370/200
6371,Lüks Gömlek,"Gömlek kategorisinde lüks kalite sunan, France menşeli harika bir ürün.",1213.3,258,6,Türkiye,https://picsum.photos/seed/6371/200
6372,Akıllı Ceket,"Ceket kategorisinde akıllı kalite sunan, Spain menşeli harika bir ürün.",1436.49,741,6,Italy,https://picsum.photos/seed/6372/200
6373,Ultra Hızlı Şarj Aleti,"Hızlı Şarj Aleti kategorisinde ultra kalite sunan, Spain menşeli harika bir ürün.",12069.19,208,3,Türkiye,https://picsum.photos/seed/6373/200
6374,Akıllı Lego Seti,"Lego Seti kategorisinde akıllı kalite sunan, Spain menşeli harika bir ürün.",3636.46,536,10,Türkiye,https://picsum.photos/seed/6374/200
6375,Lüks Akustik Gitar,"Akustik Gitar kategorisinde lüks kalite sunan, Türkiye menşeli harika bir ürün.",763.78,952,15,Germany,https://picsum.photos/seed/6375/200
6376,Kompakt Uzaktan Kumandalı Araba,"Uzaktan Kumandalı Araba kategorisinde kompakt kalite sunan, Türkiye menşeli harika bir ürün.",3954.23,787,10,Germany,https://picsum.photos/seed/6376/200
6377,Orijinal Deri Bot,"Deri Bot kategorisinde orijinal kalite sunan, France menşeli harika bir ürün.",3864.4,398,7,Germany,https://picsum.photos/seed/6377/200
6378,Ergonomik Deri Saat,"Deri Saat kategorisinde ergonomik kalite sunan, Netherlands menşeli harika bir ürün.",15203.57,889,14,Germany,https://picsum.photos/seed/6378/200
6379,Yüksek Performanslı Gömlek,"Gömlek kategorisinde yüksek performanslı kalite sunan, Italy menşeli harika bir ürün.",2258.14,663,6,Netherlands,https://picsum.photos/seed/6379/200
6380,Orijinal Ses Sistemi,"Ses Sistemi kategorisinde orijinal kalite sunan, Spain menşeli harika bir ürün.",32599.56,841,1,France,https://picsum.photos/seed/6380/200
6381,Profesyonel Akıllı Saat,"Akıllı Saat kategorisinde profesyonel kalite sunan, Türkiye menşeli harika bir ürün.",2044.0,202,1,France,https://picsum.photos/seed/6381/200
6382,Premium Kablosuz Mouse,"Kablosuz Mouse kategorisinde premium kalite sunan, France menşeli harika bir ürün.",34586.51,64,2,Türkiye,https://picsum.photos/seed/6382/200
6383,Ekonomik Roman Kitabı,"Roman Kitabı kategorisinde ekonomik kalite sunan, Spain menşeli harika bir ürün.",172.36,77,11,Netherlands,https://picsum.photos/seed/6383/200
6384,Lüks Çay Makinesi,"Çay Makinesi kategorisinde lüks kalite sunan, Netherlands menşeli harika bir ürün.",13969.27,386,4,Netherlands,https://picsum.photos/seed/6384/200
6385,Akıllı Motor Yağı,"Motor Yağı kategorisinde akıllı kalite sunan, Italy menşeli harika bir ürün.",1082.69,577,12,Netherlands,https://picsum.photos/seed/6385/200
6386,Ultra Elbise,"Elbise kategorisinde ultra kalite sunan, Türkiye menşeli harika bir ürün.",1025.06,232,6,Spain,https://picsum.photos/seed/6386/200
6387,Yeni Sezon Tenis Raketi,"Tenis Raketi kategorisinde yeni sezon kalite sunan, Germany menşeli harika bir ürün.",3635.27,883,9,France,https://picsum.photos/seed/6387/200
6388,Ekonomik Koşu Bandı,"Koşu Bandı kategorisinde ekonomik kalite sunan, Italy menşeli harika bir ürün.",9073.18,701,9,Netherlands,https://picsum.photos/seed/6388/200
6389,Kompakt Tıraş Makinesi,"Tıraş Makinesi kategorisinde kompakt kalite sunan, Spain menşeli harika bir ürün.",1341.8,341,8,Italy,https://picsum.photos/seed/6389/200
6390,Kompakt Tost Makinesi,"Tost Makinesi kategorisinde kompakt kalite sunan, France menşeli harika bir ürün.",9118.97,376,4,France,https://picsum.photos/seed/6390/200
6391,Yüksek Performanslı Kedi Kumu,"Kedi Kumu kategorisinde yüksek performanslı kalite sunan, Türkiye menşeli harika bir ürün.",1891.66,73,13,Netherlands,https://picsum.photos/seed/6391/200
6392,Lüks Kahve Makinesi,"Kahve Makinesi kategorisinde lüks kalite sunan, Türkiye menşeli harika bir ürün.",5611.48,464,4,Türkiye,https://picsum.photos/seed/6392/200
6393,Ekonomik Terlik,"Terlik kategorisinde ekonomik kalite sunan, Türkiye menşeli harika bir ürün.",4510.83,958,7,Türkiye,https://picsum.photos/seed/6393/200
